Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0013726","1","SINAR AMBON (IMO 9420382)","SINAR AMBON: SOLAS","IDN","2021-10-27 12:15","Very serious","032552S 1143005E","Indonesia","0","0","Fire or explosion","On 27 October 2021 at 12:15 hours LT (UTC+8), The ship caught fire after an explosion in the engine room in Sungai Barito off Pulau Kaget whilst approaching Banjarmasin, Indonesia, in LAT. 03 25' 52' S, LONG. 114 30' 06"" E.
The blaze was extinguished around 1430 hours LT with assistance from firefighting tugs. 4 crew members were injured, and 1 crew member went missing after jumping overboard into the river. The damage is unknown. subsequently taken to tow Trisakti, Banjarmasin, for inspection and repairs.
","General Cargo Ship","Loss of life","3430","","4888","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013319","2","BC VANESSA (IMO 9426855), BENITAMOU (IMO 9439046)","BC VANESSA: SOLAS, BENITAMOU: SOLAS","BRB,PAN","2021-10-24 06:07","Serious","402989N 0265590E","12 nautical miles to Northern Entrance of Çanakkale Strait / Turkey","1","0","Collision","Çanakkale Strait was closed to maritime traffic on 24th of October 04:30 LT due to heavy fog. BENITAMOU requested pilot for Çanakkale Strait passage. BC VANESSA did not request pilot for Çanakkale Strait passage. At 06:07 LT Panama registered vessel BENITAMOU and Barbados registered vessel BC VANESSA collided at 12 nautical miles to Northern Entrance of Çanakkale Strait/Turkey. 

BENITAMOU sustained a heavy damage and rupture on side shell plating in way of cargo hold number 4. BC VANESSA sustained damage from fore peak. BENITAMOU safely anchored at south of Traffic Seperation Scheme with the assistance of Directorate General of Coastal Safety tugs and later both ships navigated to shipyard for repairs.   
","Bulk Carrier","Ship remains fit to proceed","104729","Nippon Kaiji Kyokai (NKK)","206291","","22","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-07-04",""
"C0013833","1","STAR PEACE (IMO 9568718)","STAR PEACE: SOLAS","BHS","2021-10-23 16:31","Very serious","345090S 0155679E","South Africa","1","0","Missing: assumed lost","On 23 October 2021, the Bahamas flagged bulk carrier Star Peace was on passage, approximately 130’ west southwest of Cape Town, in heavy weather. With access to the open decks restricted, two supernumeraries who were on the sheltered cross deck alleyway noticed the provision crane’s lashings were loose.
Having sent his colleague to the engine room to collect a chain block, the supernumerary fitter climbed on to the crane’s access platform to start securing it. Whilst on the platform, the vessel took a heavy roll, the crane’s remaining lashings parted and the crane travelled at speed to the end of its rail and was lost overboard, along with the supernumerary fitter. He was not recovered.","Bulk Carrier","","43445","","79025","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-06-30",""
"C0013668","1","HAKSA (IMO 9070503)","HAKSA: SOLAS","PLW","2021-10-22 14:07","Less serious"," ","Chernomorsk Sea Port","1","0","Collision","6:30. The vessel was preparing for entering port. All tests and checks were performed, duty officer signed from of check list ""Arrival port"" without any remark. around 8:05 the pilot was on board. Under commanding of the Master and the pilot instruction the vessel proceeded to berth #18.  Pilot card handed to pilot and Master explained specific details of the ship's maneuvering.  Pilot explained to Master, that dockage would be assisted with two tugs. 8:27 Made Stop engine. Speed was about 4 knots. 8:34 made dead slow head. at 8:35 stopped the engine and speed was about 3.7 knots. 8:36 made dead slow astern.  at 8:37 gave half astern. At 8:38 Master gave emergency but was in vain as at 8:38 the ship collided with berth #18 by her starboard bow and a few moments later with berth#17.  As a result of the collision, berth #18 had a minor damage, mostly scratches, berth #17 got a damaged cement side about 3.2 sqm. The ship was damaged in her forward part. After colliding at 8:39 stopped the engine. At 8:40 made fast two tugs and 8:50 made fast to the berth #18.","General Cargo Ship","Ship remains fit to proceed","2598","","3092","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-11-03",""
"C0013417","1","Beaumaiden (IMO 9401257)","Beaumaiden: Unknown/unspecified","NLD","2021-10-18 00:00","Serious","550799N 0144099E","Open sea","5","0","Stranding / grounding","At approximately 0325 LT on 18 October 2021 the Dutch flagged general cargo ship BEAUMAIDEN grounded by Sorthat-Muleby, Bornholm, Denmark. The grounding resulted in minor damages to the ships hull.","General Cargo Ship","Ship rendered unfit to proceed","2545","","","","7","0","0","0","0","0","0","0","0","2022-01-28",""
"C0013634","2","PUNTA MEDANOS (IMO 9508990), RUA II (IMO 7731062)","PUNTA MEDANOS: SOLAS, RUA II: SOLAS","ARG","2021-10-16 09:35","Very serious","345009S 0575279W","Aguas Interiores, Canal de acceso al Puerto de La Plata, Ensenada Buenos Aires","0","0","Collision","El 16 de octubre de 2021 a las 08:32 horas a la altura del km 3,300 del canal de acceso al puerto de La Plata, el B/R RUA II, bandera argentina, se aproximó a la proa del B/T Punta Médanos, bandera argentina, para tomar el cabo de remolque. Durante dicha maniobra, se produjo una colisión entre ambos buques, como consecuencia de este suceso el buque remolcador RUA II se hundió sin registrarse víctimas fatales.","Towing / Pushing Tug","Total loss of the ship","272","[Flag Administration]","109","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013650","1","KAATA (IMO 9184823)","KAATA: Unknown/unspecified","MLT","2021-10-15 10:43","Very serious","562010N 0172400E","Open sea","1","1","","On 15 October 2021, Kaata was underway in the Baltic Sea, navigating from Rostock, Germany, to Bekkeri, Estonia. The chief officer, together with two able seafarers deck, carried out inspections and maintenance on the vessel's free-fall lifeboat, in preparation for an anticipated port State control inspection at Bekkeri. As part of his inspection, the chief officer stepped onto the free-fall lifeboat. To move around, he had to frequently shift the only securing hook of his safety harness, from one securing point to another. At one point, while carrying out the task, a crew member saw the chief officer slide down the hull of the lifeboat and fall into the water, astern of the vessel. The master sent a distress call on VHF Channel 16, which was immediately answered by the Swedish SAR services. A rescue helicopter was deployed on site, while Kaata also initiated her man-overboard manoeuvre. However, the crew members were unable to locate the chief officer. 20 minutes later, the helicopter arrived on site and engaged in the search operation. Approximately two and a half hours later, the helicopter located the chief officer, recovered him from the water, and transferred him to a shore hospital, where he was pronounced dead. The safety investigation believes that after the chief officer released the hook of his safety harness to secure it to another position, he either lost his footing or slipped on the wet surface of the lifeboats hull, fell into the water, and drowned.","General Cargo Ship","Loss of life","2999","RINA Services S.p.A (RINA)","5049","Dry bulk","9","0","0","1","0","0","0","0","0","2022-10-18","2023-02-20"
"C0013663","1","BALTIC PEARL (IMO 9008732)","BALTIC PEARL: Unknown/unspecified","BHS","2021-10-13 09:41","Very serious","592765N 0243929E","Port","2","0","","On 13.10.2021 while hoisting the engine mechanism in the engine room the cylinder liner fell down due to cargo lashing strap that was slack and hit two persons. As a result, one person had a fatal injury and one person was injured in the accident.","Refrigerated Cargo Ship","Loss of life,Serious injuries","10412","","10713","","","0","","0","0","1","0","0","1","2022-11-01",""
"C0013574","1","CAPE PEREGRINE (IMO 9500754)","CAPE PEREGRINE: Unknown/unspecified","LBR","2021-10-12 18:26","Very serious"," ","At Sea","1","0","Fire or explosion","On October 12, 2021 while the vessel en-route from Whyalla, Australia to Qingdao, China. At about 1826 LT, the vessel position Lat 17-54.8 S Long 114-03.2 E, the Master and Chief Officer (C/O) were discussing administrative matters in the Master’s dayroom, during that moment, the Master and C/O and Master detected a fire from the Master’s bedroom. The C/O proceeded to the bridge to raise the fire alarm, muster crews and initiated the fire team then proceed to the Master cabin to fight the fire with fire extinguishers, fire hoses. At 1920 LT, during fire fighting and rescue, the fire team found and evacuated the unconscious Master in the Chief Engineer’s (C/E) dayroom (adjacent to the Master’s bedroom). When checking visually, the Master had no sign of life, the Oxygen and CPR were performed for about an hour. Casualty’s condition was reported to RCC Australia. RCC Australia advise the vessel to alter course to Barry Island for their assistance and connected with a doctor. CPR by the crew was guided by the shore doctor’s instructions. There was no sign of life after 1 hour of CPR and the condition was confirmed by the shore doctor and RCC Australia responded that vessel was not necessary to deviate her course to Barry Island for assistance.
The C/O checked and confirmed that the fire is completely extinguished, and received advice from CRIM Medico Roma, the Master body was taken to the ship hospital for 24 hours monitoring.
","Bulk Carrier","Loss of life","92541","","180643","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-03-21",""
"C0013811","1","SUPER RUBY (IMO 9308120)","SUPER RUBY: SOLAS","MHL","2021-10-12 00:06","Very serious","191139N 0722500E","OPL Anchorage Mumbai","1","0","Fall from pilot ladder","A ship's superintendent fell from a pilot ladder while embarking SUPER RUBY, which was at anchor. The superintendent landed on the launch and was fatally injured.","Crude/Oil Products Tanker","Loss of life","30965","DNV AS (DNV)","50400","","24","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-07-24",""
"C0013647","1","LUDOGORETS (IMO 9415155)","LUDOGORETS: Unknown/unspecified","MLT","2021-10-12 00:00","Very serious","411760N 0362079E","Port","2","0","","During the early hours of 12 October 2021, cargo discharging was in progress in cargo hold no. 6 of MV Ludogorets. At one point, the second officer asked the duty AB to check on the forward mooring arrangements. After about 30 minutes, the duty AB had still not returned from the forecastle and calls over portable radio remained unanswered. Ultimately, during a search conducted by the second officer and two other crew members, the duty AB was found at the bottom of the aft access trunk of the cargo hold. Shore medical personnel arrived and confirmed that the duty AB had passed away. The safety investigation confirmed that the duty AB had fallen inside cargo hold no. 6s aft access trunk and landed on the cargo in the cargo hold.","Bulk Dry (general, ore) Carrier","Loss of life","20491","[Other]","29997.8","Dry bulk","19","0","0","1","0","0","0","0","0","2022-10-13",""
"C0013681","1","ANDRE-MICHEL 1 (IMO 8511914)","ANDRE-MICHEL 1: Unknown/unspecified","MLT","2021-10-02 21:10","Very serious","442433N 0044324E","Inland waters","1","0","Contact","On Saturday 2 October 2021, the sea-river vessel Andre-Michel 1, flying the Maltese flag, was sailing up the Rhne, on ballast, from Torre Annunziata in Italy, bound for Saint-Usage (21) where she was going to load wheat. The maritime crew was made up of 7 Ukrainian seamen. The 68-year-old river pilot, a resident of France, joined the vessel at 7.00 am in Port-Saint-Louis-du-Rhne, where he took over the shiphandling of the vessel. At around 8.15 pm, on the Rhne diversion canal at the level of the town of Donzre (26), the vessel struck the deck of the RN7 bridge at KP 174.5 with her wheelhouse, then that of the railway bridge 150 m further on. The upper part of the wheelhouse was crushed by the impact, it was torn off and tipped backwards and buckled, trapping the river pilot who lost his life. The captain, who was also on the bridge, was slightly injured. After these impacts, the crew managed to stop the vessel a little further on. Frelon, another sea-river vessel, arrived on the scene on 3 October in the middle of the morning. She came alongside the damaged vessel and towed her abreast to a wharf located 2 km upstream. River navigation had been stopped since the accident and resumed shortly before noon. The bridges that were struck were damaged, notably the road bridge, without any major damage. The BEA-TT and the BEAmer draw five safety lessons from this technical investigation and make three safety recommendations.","General Cargo Ship","Loss of life,Ship rendered unfit to proceed","1318","Bureau Veritas (BV)","74.99","","","0","","0","0","1","0","0","0","2022-12-20",""
