Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0013588","1","INO (-)","INO: Unknown/unspecified","FRA","2020-11-20 00:00","Very serious","443669N 0011513W","Coastal waters (within 12 miles)","2","0","Capsizing / listing","On friday, november 20, 2020, the gillnetter INO sailed from Arcachon port around 07:00 AM, he set off to pick up his nets outside the bay (ocean side) to the south of the passes. The 2 crewmembers collect the fishery products and put the gear back in the water. They will then set new nets in front of Biscarosse. At around 1:00 PM, the skipper decided to reach the entrancepasses to the Arcachon bay. But once in front of the marked pass, the conditions of it turned out to be very poor due to the ebb tide current and the breaking swells abeam. The skipper then decided to continue towards the tip of Cap Ferret to take the so-called ""small hole"" pass. Around 1:30PM the ship was approaching the breakers area, the skipper stopped to to assess the situation. When he saw a series of breaking waves, he is alrady too far advanced, afirst wave pushed the ship and put it across the swell. The 2nd wave capsized the Ino. The 2 sailors find themselves in the water. The skipper who managed to clim onto the hull will be rescued two hours later. The ableseaman is missing. The damaged vessel was towed and then placed on the shore boat storage area of the port of Arcachon.","Fish Catching Vessel","Loss of life,Serious injuries","4.48","","","","","0","","1","0","0","1","0","0","2022-07-13",""
"C0013148","1","DIANE (IMO 9492086)","DIANE: SOLAS","BHS","2020-11-17 08:45","Very serious"," ","king abdulaziz port ","1","0","Missing: assumed lost","in 17 of novmber 2020 at 0845 while there was a discharging the soybean from cargo hold NO.5. The duty officer and one of the seaman heard a screaming for a cargo handling employee, when they reached the cargo hold NO.5, they found the employee laid down in the cargo hold .The first officer attend at the reqiest of the duty officer to evalute the situation anf inform the Master.So he took the precatuons before saving him and informed the port authority.At 0940 rescue team saved the injured and found out that he is dead.","Bulk Dry (general, ore) Carrier","Loss of life","43830","","78992","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-02-02",""
"C0013806","1","CARNIVAL HORIZON (IMO 9767091)","CARNIVAL HORIZON: SOLAS","PAN","2020-11-15 05:50","Very serious","240139N 0805559W","Caribbean Sea ","1","0","PASSENGER ACCIDENT (FATAL FALL)","The Carnival Horizon on November 15, 2019, made its return to the Base Port in Miami, when around 550 pm the crew members on board reported the fall of a passenger from one of the Accommodation Balconies, exactly Cabin # 9416 located on deck 9, port side, stern and landed on Lanai on deck 5, port side, stern, off Ocean Plaza.

around 0851 the doctor in charge gave the official death of Mr. Rice","Passenger/Cruise","Loss of life","133596","Lloyd's Register (LR)","12164","PASSENGERS","1450","5115","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-05-05",""
"C0013656","2","WINNING PROGRESS (IMO 9576296), Zhe Sheng Yu 0114 (-)","WINNING PROGRESS: SOLAS, Zhe Sheng Yu 0114: Non-SOLAS","CHN,SGP","2020-11-12 23:39","Very serious","303840N 1230300E","East China sea","1","0","Collision","At about 2239LT (1439 UTC) on 12 November 2020, the Singapore registered bulk carrier Winning Progress collided with the China registered fishing boat Zhe Sheng Yu 01148 in East China Sea at approximate position 30°38′.4N / 123°03′.0E. Winning Progress, loaded with a cargo of Iron ore, was on her voyage from Ningbo to Taicang, China. As a result of the collision, Zhe Sheng Yu 01148, an anchored fishing boat, sank and 10 of her crew members all went missing.","Bulk Carrier","","93169","","179166","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-10-31",""
"C0013194","1","HOUSTON (IMO 9539602)","HOUSTON: SOLAS","MHL","2020-11-11 13:05","Very serious","454260N 0255750W","North Atlantic Ocean","1","0","Fall from Height","The ship's Bosun fell from the vertical ladder while entering Cargo Hold No. 6.","","Loss of life,Ship remains fit to proceed","91407","Bureau Veritas (BV)","177000","Dry bulk","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2022-02-21",""
"C0013124","2","Achieve (HL 257) (-), TALIS (IMO 9015424)","Achieve (HL 257): Non-SOLAS, TALIS: SOLAS","GBR,PAN","2020-11-08 15:45","Very serious","550200N 0012055W","off South Shields","1","1","Collision","Collision between Panamanian cargo vessel Talis and UK registered fishing vessel Achieve, resulting in the subsequent sinking of the fishing vessel.","General Cargo Ship","Ship remains fit to proceed","1662","Polski Rejestr Statkow (Polish Register of Shipping) (PRS)","2381","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-12-07","2023-03-15"
"C0013724","1","STAVANGER BLISS (IMO 9364239)","STAVANGER BLISS: Unknown/unspecified","NOR","2020-11-05 11:20","Very serious","341099N 1282100E","Open sea","1","0","","On 25 October 2020, the oil tanker Stavanger Bliss had completed unloading a cargo of oil in Dalian, China. The coronavirus pandemic had made it challenging for the management company Wallem to secure the relevant personnel at the right time. The vessel also had to deal with a coronavirus outbreak among the crew on board and did not have a functioning chief officer in the port of discharge, Dalian. The vessel had been granted dispensation from the Norwegian Maritime Authority (NMA) to sail with a reduced crew. In connection with the unloading operation, the captain assumed the duties of the chief officer, and the 3rd officer was assigned the duties of the 2nd officer. A cargo surveyor from shore should have measured the tanks after unloading, but this was not possible due to coronavirus restrictions. After departure Dalian, the captain received notice, in the form of a ROB claim, that the vessel had too much cargo remaining on board (ROB) after the unloading. The NSIA is of the opinion that the captain was concerned about this and wanted to check the ROB status in the tank despite plans being in place to inspect this later. The captain died when he, alone, entered a cargo tank that had not been cleared for entry. The tank contained inert gas and the atmosphere was unsafe. The cause of death was a coronary infarct. It cannot be concluded with certainty that the coronary infarct was due to carbon monoxide poisoning. The bosun attempted to use the Stop-Work-Authority (SWA) card in accordance with the companys procedures before the captain entered the tank, but it did not work as a barrier to prevent him from doing so. The shipping company had established tank entry procedures, which clearly set out that entering tanks with an unsafe atmosphere was not permitted. It is unclear why the captain nonetheless decided to enter the tank. The NSIA is of the opinion that the many challenges facing the captain and crew on board during the period created an extraordinary situation that affected the decisions that were made and thus contributed to the accident arising. Following the accident, the shipping company has implemented several measures to prevent similar accidents. The NSIA will therefore not submit any safety recommendations following this accident.","Oil Tanker","Loss of life","55898","","105400","","","0","","1","0","0","0","0","0","2023-01-19",""
"C0013432","1","SOUTHWESTER (IMO 9126728)","SOUTHWESTER: Unknown/unspecified","VUT","2020-11-05 00:30","Very serious","401803N 0092700W","North Atlantic Ocean, 33 miles NW off Figueira Da Foz, Portugal","0","0","Capsizing / listing","The ship took water in the engine room and developed list to port whilst underway in the North Atlantic Ocean, 33 miles NW of Figuiera Da Foz, Portugal in LAT. 0 18'03""N, LONG. 009 27'21""W at 0030 hours LT (UTC) on 5 November 2020. 

MV 'BOCHEN OSLO' and a Portugese air force EH-101 helicopter attended the scene. All 14 crew abandoned the ship to a liferate and were rescued by MV 'EM HYDRA' and taken ashore to Leixoes, Portugal. No injuries reported. Portugues Navy frigate NRP 'ALVARES CABRAL' monitored the vessel. The ship was subsequently taken in tow by tug 'CASTELO DE OBIDOS' bound Leixoes, Portugal, but the list worsened and the ship sank 20 miles W of Espinho, Portugal in the morning on 8 November 2020.","General Cargo Ship","Total loss of the ship","4150","RINA Services S.p.A (RINA)","5400","","14","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013123","1","FRANCISCA (IMO 9113214)","FRANCISCA: SOLAS","NLD","2020-10-31 11:56","Serious","583600N 0025600W","near Duncansby Head, Scotland","0","0","Damages to ship or equipment","Loss overboard of 33 ISO containers near Duncansby Head, Scotland.","General Cargo Ship","","4015","","5910","","10","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0013048","1","MSF LADY HALOUM (IMO 9020338)","MSF LADY HALOUM: SOLAS","PAN","2020-10-27 16:20","Serious","325500N 0131060E","TRIPOLI PORT","1","0","Stranding / grounding","As a result of the marine storm that occurred on the coast of the port of Tripoli, the ship was subjected to a GROUNDING accident in the port of Tripoli on 10/27/2020 at 4:30 pm when it was on the anchorage.
The storm pushed the ship ashore in the breakwater.
Part of the 11-member marine crew was evacuated.
It was decided to keep (5 people) on board, and they are:
(Captain - first officer - chief engineer - electrical engineer - chief seafarer) in order to wait for the towing operation by the marine services companies upon the request of the ship owner.
There are no injuries to individuals and there is currently no pollution to the environment. 
PREPARED BY THE HEAD of the Maritime Safety Investigation Office - LIBYAN PORTS MARITIME TRANSPORT AUTHORTY","Container Ship (Fully Cellular)","Serious injuries,Ship rendered unfit to proceed","10546","Nippon Kaiji Kyokai (NKK)","12200","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2021-11-02",""
"C0013065","1","DAYANG TOPAZ (IMO 9622863)","DAYANG TOPAZ: SOLAS","MYS","2020-10-27 06:45","Very serious","044000N 1135100E","Baram Oil Field","1","0","Anchor line parted","DAYANG TOPAZ with 187 personnel onboard (crew and industrial personnel) was anchoring at a distance away from BARAM B Platform located approximately 7.7nm from Kuala Baram, Miri, Sarawak, Malaysia. The ship was caught in heavy swell, due to bad weather causing the anchor line to parted. The ship later drifted and contact with the BARAM B platform. 125 personal jumped overboard while  62 personnel remain onboard. SAR activated at 0755hrs. 10 ships involved in search and rescue, comprising of ships in locations and Malaysia Maritime Enforcement Agency. All 125 personnel rescued including 2 bodies. DAYANG TOPAZ managed to sail back to Miri when the weather improved.","Offshore Support Vessel","Loss of life,Ship remains fit to proceed","5089","American Bureau of Shipping (ABS)","3528","nil","21","0","166","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2023-04-18",""
