FeatureType,date,IMONum,deaths,missings,severeInjuries,description,latitude,longitude,subtype_field,subtype_value,gml_pos
floodingAndSinking,20240101,,0,0,0,Fishing vessel was taking on water resulting with a tow.,50.1025,-3.339,floodingAndSinkingType,flooding,-3.339 50.1025
OtherIncident,20230101,,0,0,1,A cruise ship passenger fell and sustained chest trauma and haemothorax.,23.39,-55.41,otherIncidentType,other incident,-55.41 23.39
OtherIncident,20240101,,0,0,1,Fishing vessel crewmember was struck in the head and suffered an injury,60.216667,-4.6,otherIncidentType,other incident,-4.6 60.216667
OtherIncident,20240101,,0,0,1,"See MAIB investigation report, when available",61.289833,1.076667,otherIncidentType,other incident,1.076667 61.289833
OtherIncident,20240101,,0,0,1,Cruise ship passenger fainted and sustained a fracture injury.,-46.3,-75.933333,otherIncidentType,other incident,-122.233333
CollisionAndContact,20240101,,0,0,0,A fishing vessel struck an offshore wind turbine.,57.477833,-1.352,collisionAndContactType,collision,-1.352 57.477833
OtherIncident,20240101,,0,0,1,A hopper dredger crew member sustained a head injury,51.300167,-3.268167,otherIncidentType,other incident,-3.268167 51.300167
NavigationalIssues,20240101,,0,0,1,A single handed fishing vessel skipper became disorientated in cold weather and was rescued.,50.265,-3.5485,navigationalIssuesType,loss of direction,-3.5485 50.265
HullAndEngineAccessoryDamage,20240101,,0,0,0,A search and rescue vessel was on service when the starboard jet caught pollution in the water.,51.451,-0.3043,hullAndEngineAccessoryDamageType,machineries and propulsion damage,-0.3043 51.451
HullAndEngineAccessoryDamage,20240101,,0,0,0,A general cargo vessel had an inadequate pilot ladder arrangement.,51.3458,-3.2762,hullAndEngineAccessoryDamageType,outfit damage,-3.2762 51.3458
NavigationalIssues,20240101,,0,0,0,A search and rescue vessel suffered an engine issue and requested a tow.,57.1677,-2.0018,navigationalIssuesType,sailing hinderance,-2.0018 57.1677
StrandingAndGrounding,20240101,,0,0,0,A search and rescue vessel grounded during a training exercise resulting in no damage,53.407583,-3.213017,strandingAndGroundingType,grounding,-3.213017 53.407583
floodingAndSinking,20240101,,0,0,0,Recreational craft suffered water ingress and subsequent flooding,50.221167,-4.103667,floodingAndSinkingType,sinking,-4.103667 50.221167
FireAndExplosion,20240101,,0,0,0,An oven on a cruise ship caught fire resulting in no injuries.,-36.05,150.873333,fireAndExplosionType,fire,150.873333 -36.05
OtherIncident,20240101,,0,0,1,A cruise ship passenger lost their balance and fell resulting in a closed fracture.,-39.086667,143.251667,otherIncidentType,other incident,143.251667 -39.086667
NavigationalIssues,20240101,,0,0,0,Fishing vessel lost steering and requested a tow.,50.190833,-3.798667,navigationalIssuesType,drifting,-3.798667 50.190833
NavigationalIssues,20240101,,0,0,0,Fishing vessel suffered an engine failure and requested a tow from a nearby vessel.,50.053617,-5.514167,navigationalIssuesType,drifting,-5.514167 50.053617
OtherIncident,20240101,,0,0,1,Ro-Ro passenger ship rolled resulting in a serious passenger injury.,57.445,-1.71,otherIncidentType,other incident,-1.71 57.445
OtherIncident,20240101,,0,0,1,Ro-Ro cargo ship's crew member tripped and sustained a serious injury,53.933333,-3.366667,otherIncidentType,other incident,-3.366667 53.933333
CollisionAndContact,20230901,,0,0,0,A rib and a yacht collided,50.8065,-1.296167,collisionAndContactType,collision,-1.296167 50.8065
StrandingAndGrounding,20231101,,0,0,0,A search and rescue vessel grounded on a sand bar and re-floated later with no damage.,57.668367,-3.63545,strandingAndGroundingType,grounding,-3.63545 57.668367
NavigationalIssues,20240101,,0,0,0,"Wind farm tender lost one engine however, managed to return back to port",56.113883,-2.209717,navigationalIssuesType,sailing hinderance,-2.209717 56.113883
OtherIncident,20240101,,0,0,1,A cruise ship passenger fell and sustained a fracture,46.783333,-5.883333,otherIncidentType,other incident,-5.883333 46.783333
HullAndEngineAccessoryDamage,20240101,,0,0,0,A bulk carrier had an inadequate pilot ladder arrangement,55.0128,-1.3996,hullAndEngineAccessoryDamageType,outfit damage,-1.3996 55.0128
CollisionAndContact,20240101,,0,0,0,A search and rescue vessel was damaged whilst coming alongside a wrecked vessel,51.4211,-0.3058,collisionAndContactType,collision,-0.3058 51.4211
OtherIncident,20240101,,0,0,0,Two search and rescue vessel crew members fell overboard during a training exercise,50.7331,-1.691,otherIncidentType,safety hinderance and near misses,-1.691 50.7331
FireAndExplosion,20240101,,0,0,0,A fishing vessel experienced a fire and was towed back to port,51.685,-5.351667,fireAndExplosionType,fire,-5.351667 51.685
NavigationalIssues,20240101,,0,0,0,A cement carrier suffered a blackout whilst under pilotage,51.3497,0.9001,navigationalIssuesType,drifting,0.9001 51.3497
StrandingAndGrounding,20240101,,0,0,0,A commercial dive support vessel grounded,57.3584,-5.5539,strandingAndGroundingType,grounding,-5.5539 57.3584
OtherIncident,20240101,,0,0,1,A cruise ship passenger fell down whilst playing table tennis and sustained a fracture,31.983333,-14.5,otherIncidentType,other incident,-14.5 31.983333
OtherIncident,20240101,,0,0,1,A cruise ship passenger fell and sustained a fractured shoulder,45.983367,-8.536833,otherIncidentType,other incident,-8.536833 45.983367
NavigationalIssues,20240201,,0,0,0,A general cargo vessel had some logs fall overboard from on deck.,58.586667,-3.961667,navigationalIssuesType,drifting,-3.961667 58.586667
OtherIncident,20240201,,0,0,1,A scallop dredger crew member cut themselves on a knife,52.915,0.253,otherIncidentType,other incident,0.253 52.915
StrandingAndGrounding,20240101,,0,0,0,A search and rescue vessel grounded whilst responding to an emergency call,55.0441,-1.4384,strandingAndGroundingType,grounding,-1.4384 55.0441
NavigationalIssues,20240101,,0,0,0,A high speed crew transfer vessel suffered machinery failure,53.53,0.1185,navigationalIssuesType,drifting,0.1185 53.53
StrandingAndGrounding,20240101,,0,0,0,A utility vessel grounded and sustained damage to the propellors,54.976667,11.87,strandingAndGroundingType,grounding,11.87 54.976667
HullAndEngineAccessoryDamage,20240201,,0,0,0,A crude oil tanker had an inadequate pilot ladder arrangement,50.6766,-1.0535,hullAndEngineAccessoryDamageType,outfit damage,-1.0535 50.6766
HullAndEngineAccessoryDamage,20240201,,0,0,0,A bulk carrier had an inadequate pilot ladder arrangement,50.6775,-1.0535,hullAndEngineAccessoryDamageType,outfit damage,-1.0535 50.6775
OtherIncident,20240101,,0,0,1,A dredger's crew member was knocked over by a wave resulting in a fractured rib,52.8448,1.5564,otherIncidentType,other incident,1.5564 52.8448
OtherIncident,20240201,,0,0,0,Crew member fell overboard from pilot boat,58.751667,-3.137333,otherIncidentType,other incident,-3.137333 58.751667
HullAndEngineAccessoryDamage,20240201,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations,53.4652,-3.0791,hullAndEngineAccessoryDamageType,outfit damage,-3.0791 53.4652
CollisionAndContact,20240201,,0,0,0,Near miss between two fishing vessels with no damage,49.656183,-5.3557,collisionAndContactType,collision,-5.3557 49.656183
NavigationalIssues,20240201,,0,0,0,Potential pollution event from cruise ship,-10.64,135.4233,navigationalIssuesType,drifting,135.4233 -10.64
floodingAndSinking,20240201,,0,0,0,Fishing vessel had water ingress when engaged in laying fishing pots,54.722067,-0.7089,floodingAndSinkingType,flooding,-0.7089 54.722067
NavigationalIssues,20240201,,0,0,0,General cargo vessel failure of engine coolants and towed,53.723,-0.267167,navigationalIssuesType,sailing hinderance,-0.267167 53.723
OtherIncident,20240201,,0,0,1,Offshore supply vessel crew member tripped over bridge chair floor rails resulting in  minor injuries,57.051,1.968667,otherIncidentType,other incident,1.968667 57.051
FireAndExplosion,20240201,,0,0,0,Sailing yacht suffered an engine fire resulting in a tow by pilot boat,50.783933,-1.1046,fireAndExplosionType,fire,-1.1046 50.783933
OtherIncident,20240201,,0,0,1,Container vessel crew member trapped hand after getting caught when trying to secure a box,50.590333,-0.955,otherIncidentType,safety hinderance and near misses,-0.955 50.590333
FireAndExplosion,20240201,,0,0,0,Motor pleasure vessel heater exhaust set fire to a wooden quay heading and burnt the gelcoat on the hull,52.6869,1.553,fireAndExplosionType,fire,1.553 52.6869
OtherIncident,20240201,,0,0,1,Ro-pax ferry rolled causing a passengers chair slide sideways on chair?™s armrests impacting their lower back and ribcage,59.957,-1.203,otherIncidentType,other incident,-1.203 59.957
OtherIncident,20240201,,0,0,1,A search and rescue vessel crew member caught their hand in a rope resulting in a minor hand injury,55.4445,-7.6556,otherIncidentType,other incident,-7.6556 55.4445
OtherIncident,20240201,,0,0,1,"Cruise ship, passenger caught thumb in door resulting in closed fracture",-27.4085,160.1851,otherIncidentType,other incident,160.1851 -27.4085
StrandingAndGrounding,20240201,,0,0,0,Cargo vessel ran aground while dredging.,51.298,-3.272833,strandingAndGroundingType,grounding,-3.272833 51.298
StrandingAndGrounding,20240201,,0,0,0,Fishing vessel ran aground resulting in being towed to port.,54.1045,-0.1177,strandingAndGroundingType,grounding,-0.1177 54.1045
NavigationalIssues,20240201,,0,0,0,Replenishment vessel lost control however no injuries/damage was reported.,50.17,-0.901667,navigationalIssuesType,loss of direction,-0.901667 50.17
OtherIncident,20240201,,0,0,1,Cruise ship's tripped and sustained a fractured rib.,-17.615,177.403333,otherIncidentType,other incident,177.403333 -17.615
StrandingAndGrounding,20240201,,0,0,1,Inland waterway vessel grounded resulting in no damage,51.456833,-3.193333,strandingAndGroundingType,grounding,-3.193333 51.456833
StrandingAndGrounding,20240201,,0,0,0,Sailing vessel grounded resulting in no damage,50.7755,-1.105833,strandingAndGroundingType,grounding,-1.105833 50.7755
HullAndEngineAccessoryDamage,20240201,,0,0,0,Oil tanker's pilot ladder did not conform to SOLAS regulations.,51.4998,0.705,hullAndEngineAccessoryDamageType,outfit damage,0.705 51.4998
CollisionAndContact,20240201,,0,0,0,Sailing vessel contacted a buoy resulting in minor damage to the vessel,50.5674,-2.0441,collisionAndContactType,collision,-2.0441 50.5674
OtherIncident,20240201,,0,0,1,Cruise ship's passenger fell from a bunk ladder resulting in a fractured ankle,-39.12,143.411667,otherIncidentType,other incident,143.411667 -39.12
floodingAndSinking,20240201,,0,0,0,"See MAIB investigation report, when available",56.165833,-5.862217,floodingAndSinkingType,sinking,-5.862217 56.165833
HullAndEngineAccessoryDamage,20240201,,0,0,0,Oil tanker's pilot ladder did not conform to SOLAS regulations,53.4801,-3.1173,hullAndEngineAccessoryDamageType,outfit damage,-3.1173 53.4801
HullAndEngineAccessoryDamage,20240201,,0,0,0,Fishing vessel fouled its propeller on nets and requested a tow,55.8865,-2.0719,hullAndEngineAccessoryDamageType,machineries and propulsion damage,-2.0719 55.8865
NavigationalIssues,20240201,,0,0,0,A stern trawler suffered engine failure and was towed back into port by a search and rescue vessel.,50.294667,-4.264333,navigationalIssuesType,drifting,-4.264333 50.294667
HullAndEngineAccessoryDamage,20240201,,0,0,0,A container vessel had an inadequate pilot ladder arrangement,50.6784,-1.0535,hullAndEngineAccessoryDamageType,outfit damage,-1.0535 50.6784
HullAndEngineAccessoryDamage,20240201,,0,0,0,A container vessel had an inadequate pilot ladder arrangement,51.4619,1.4452,hullAndEngineAccessoryDamageType,outfit damage,1.4452 51.4619
FireAndExplosion,20240201,,0,0,0,Vessel caught fire in a Marina,56.4478,-5.4375,fireAndExplosionType,fire,-5.4375 56.4478
OtherIncident,20230101,,0,0,1,A cruise ship passenger fell and fractured their ankle,-30.663333,153.486667,otherIncidentType,other incident,153.486667 -30.663333
HullAndEngineAccessoryDamage,20240201,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations,51.4857,0.7846,hullAndEngineAccessoryDamageType,outfit damage,0.7846 51.4857
OtherIncident,20240201,,0,0,1,Cruise ship passenger tripped resulting in closed fracture to the shoulder,-38.853333,149.648333,otherIncidentType,other incident,149.648333 -38.853333
NavigationalIssues,20240201,,0,0,0,Fishing vessel suffered engine failure and was towed back to port,56.116667,-5.783333,navigationalIssuesType,drifting,-5.783333 56.116667
OtherIncident,20240201,,0,0,1,Passenger Ro-Ro's crew member injured calf,51.0815,1.6717,otherIncidentType,other incident,1.6717 51.0815
OtherIncident,20240201,,0,0,1,A workboat diver suffered a crush injury to their leg,60.687667,-0.916667,otherIncidentType,other incident,-0.916667 60.687667
CollisionAndContact,20240201,,0,0,0,Two vessels had a near miss collision in a channel.,50.7235,-1.0093,collisionAndContactType,collision,-1.0093 50.7235
HullAndEngineAccessoryDamage,20240301,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations,51.6674,-5.2083,hullAndEngineAccessoryDamageType,outfit damage,-5.2083 51.6674
HullAndEngineAccessoryDamage,20240301,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations,51.4972,1.2735,hullAndEngineAccessoryDamageType,outfit damage,1.2735 51.4972
OtherIncident,20240201,,0,0,1,"A cruise ship passenger tripped and fell, sustaining a fracture",-30.938333,165.063333,otherIncidentType,other incident,165.063333 -30.938333
HullAndEngineAccessoryDamage,20240301,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations,51.4859,0.7901,hullAndEngineAccessoryDamageType,outfit damage,0.7901 51.4859
OtherIncident,20240301,,0,0,1,A cruise ship passenger fell and fractured their hip,-34.303333,156.15,otherIncidentType,other incident,156.15 -34.303333
NavigationalIssues,20240301,,0,0,0,"A creel boat suffered propulsion failure, began to drag anchor and was towed back to port.",54.37755,-5.47915,navigationalIssuesType,drifting,-5.47915 54.37755
OtherIncident,20240301,,0,0,1,A cruise ship passenger had a fall and fractured their femur.,13.88,-61.46,otherIncidentType,other incident,-61.46 13.88
StrandingAndGrounding,20240301,,0,0,0,A tug grounded during restricted visibility.,54.638333,-1.153333,strandingAndGroundingType,grounding,-1.153333 54.638333
StrandingAndGrounding,20240301,,0,0,0,A general cargo vessel went aground with a pilot on board in a river channel.,51.7065,-2.494,strandingAndGroundingType,grounding,-2.494 51.7065
HullAndEngineAccessoryDamage,20240301,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations,51.4853,0.797,hullAndEngineAccessoryDamageType,outfit damage,0.797 51.4853
HullAndEngineAccessoryDamage,20240301,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations,51.4863,0.8011,hullAndEngineAccessoryDamageType,outfit damage,0.8011 51.4863
HullAndEngineAccessoryDamage,20240301,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,56.1504,-2.5947,hullAndEngineAccessoryDamageType,outfit damage,-2.5947 56.1504
HullAndEngineAccessoryDamage,20240301,,0,0,0,Container ship's pilot ladder did not conform to SOLAS regulations.,51.4818,0.7869,hullAndEngineAccessoryDamageType,outfit damage,0.7869 51.4818
